3pl_id,min_monthly_volume,max_monthly_volume,average_shipping_time_days,dock_to_stock_hours,max_daily_orders,picking_accuracy_pct,available_storage_sqft,temp_controlled_storage,headquarters_state,num_warehouses,service_coverage,covered_states,tech_Shopify,tech_WooCommerce,tech_Amazon,tech_NetSuite,tech_Etsy,tech_Magento,service_Pick and Pack,service_Returns,service_Kitting,service_FBA Prep,service_Custom Packaging,service_Inventory Management,service_B2B Fulfillment,service_International Shipping,specialty_Fragile Items,specialty_Heavy Goods,specialty_High SKU Count,specialty_Perishables
6109,107,8667,3,4,1463,86.72,20986,0,CA,5,National,NC;MA;TN;GA;IL;PA;CA;AZ;NY;TX;MI;WA,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
6110,257,1776,4,9,561,97.51,40373,0,IL,4,Local,CA;GA;MI,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1
6111,199,6597,4,4,4058,93.98,4505,0,NY,4,National,FL;MA;CA;PA;GA;VA;OH;NC,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
6112,55,3006,1,5,8524,98.13,11126,1,IL,1,Regional,IL;NC;MA;VA;AZ;FL,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
6113,361,3561,2,5,279,96.14,30448,0,NY,1,National,WA;AZ;TX;MA;TN;OH;VA;GA;CA;NC;PA;FL,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0
6114,1938,5654,1,4,145,97.43,10194,1,IL,1,International,CA;TX;PA;OH;NY;VA;GA;TN;FL;WA;MA;MI;IL;AZ,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
6115,223,2716,2,9,668,86.58,112059,1,CA,1,National,TN;FL;TX;MI;GA;NY;WA;AZ;MA;VA;OH;CA,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
6116,330,4652,4,12,1762,91.86,16550,1,CA,5,National,VA;MI;TN;OH;NC;GA;FL;NY;TX;CA;AZ;WA,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0
6117,1629,3258,4,7,167,91.05,37001,1,CA,6,National,MA;TX;TN;CA;FL;AZ;WA;NC;PA,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0
6118,570,1192,4,4,2625,92.58,8344,0,CA,4,Regional,MA;MI;TN;TX,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0
6119,131,1246,2,6,4505,96.73,10655,1,FL,7,International,MA;TX;MI;NY;CA;AZ;IL;OH;FL;NC;TN;VA;WA;GA;PA,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
6120,344,4116,4,6,668,83.0,60595,0,NY,4,International,TX;MA;TN;GA;AZ;FL;CA;IL;WA;VA;PA;NY,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0
6121,71,850,5,11,1822,91.51,38609,0,NY,8,Regional,GA;WA;VA;MI;NY,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0
6122,566,5307,5,5,2110,78.28,30581,1,FL,6,National,FL;NY;CA;NC;TX;TN;MI;PA;WA;GA,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0
6123,1463,5667,5,4,1729,93.17,10491,0,IL,9,Regional,AZ;TX;VA,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
6124,309,5577,4,5,418,96.06,73243,0,IL,3,International,CA;WA;TX;OH;FL;VA;AZ;NY;MI;GA;TN;IL,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
6125,935,2509,2,8,493,87.68,40421,0,NY,6,Regional,MA;CA;IL;AZ;VA;NY;TN,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
6126,832,3215,3,11,1038,95.14,20542,0,TX,8,National,NY;WA;VA;OH;FL;GA;NC;AZ;IL;CA;TN,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0
6127,494,3411,1,9,470,94.01,66968,1,CA,4,Regional,VA;MA;AZ,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0
6128,292,1039,2,7,1491,83.03,115558,0,FL,10,International,AZ;GA;CA;NY;OH;VA;FL;MA;TX;PA;IL;MI;WA;TN,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
6129,260,2277,1,4,814,85.75,9648,0,NY,2,Regional,IL;TN;MA,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
6130,166,1785,2,6,3281,89.99,11197,1,TX,1,National,PA;MA;AZ;TX;OH;WA;TN,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1
6131,382,3476,1,8,753,93.46,2533,0,NY,7,International,FL;GA;NC;IL;TN;TX;CA;VA;AZ;MA;PA;NY,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
6132,720,3374,2,6,229,95.31,35207,0,IL,8,Local,MI,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
6133,263,935,5,7,1682,89.92,13328,0,CA,2,National,OH;VA;PA;TX;IL;NY;CA;GA;NC;TN;WA,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0
6134,2057,4114,5,8,383,92.25,30402,0,NY,7,National,AZ;FL;NC;WA;NY;MA;MI;CA,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
6135,298,8576,2,6,931,94.61,6299,0,CA,1,International,AZ;VA;OH;FL;WA;TX;CA;NY;PA;MI;IL;NC;TN;MA,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
6136,43,2641,4,10,4013,93.35,16777,1,NY,10,National,GA;TX;FL;WA;AZ;NY;TN;MA;PA;MI;VA;CA,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0
6137,136,3583,4,8,1731,92.03,201743,1,IL,6,National,AZ;IL;CA;MI;VA;OH;TX,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
6138,395,1447,5,10,1728,93.34,9326,0,TX,2,Local,PA;WA;AZ,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
6139,759,3353,2,5,1528,91.61,7221,0,CA,5,International,IL;GA;CA;MI;FL;NY;AZ;WA;TN;OH;TX;MA;NC;PA;VA,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1
6140,1008,5953,3,8,1215,89.84,38089,1,NY,3,National,TN;NY;IL;MA;CA;FL;WA;OH,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
6141,769,9497,4,7,541,96.1,40529,0,FL,5,Regional,GA;TX;OH,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0
6142,2016,4425,2,10,3300,92.34,29434,1,NY,3,Local,AZ;OH,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
6143,706,3024,2,7,960,96.29,13904,0,NY,1,Regional,GA;PA;MA;WA;OH,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0
6144,558,4026,5,8,456,97.26,4506,1,FL,6,International,AZ;WA;CA;PA;MA;NC;TN;NY;OH;VA;GA;MI;FL;TX;IL,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
6145,3437,6874,2,5,205,90.38,24048,1,NY,10,Regional,GA;FL;CA;PA;IL;NC;AZ,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0
6146,1944,4309,1,12,3087,95.84,20296,1,IL,3,National,NC;WA;AZ;PA;MI;IL;OH,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0
6147,397,7781,2,5,448,97.47,15413,1,NY,5,Local,GA,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
6148,1115,29759,4,6,5809,93.03,49877,1,TX,8,International,TX;GA;TN;WA;MI;NC;FL;MA;CA;NY;IL;PA;OH;AZ;VA,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0
6149,255,1381,1,4,27160,88.17,4406,1,TX,6,National,WA;PA;OH;NC;MA;MI;VA;TN;NY;IL;GA;FL,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0
6150,274,3144,1,4,1788,94.98,40220,0,CA,5,National,MA;IL;PA;AZ;OH;MI;CA;NC;TX;TN;NY,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
6151,137,5059,3,9,454,95.93,15004,0,NY,4,Regional,NC;TX;TN;AZ;GA;MI,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0
6152,954,2519,3,10,423,94.06,74410,1,NY,5,Regional,CA;NY;NC;VA;TX;IL,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1
6153,433,7207,2,8,300,92.99,80248,1,NY,6,Regional,MI;OH;TX;GA;PA,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
6154,1504,5505,1,6,802,95.11,93614,1,FL,2,International,NY;AZ;MA;WA;OH;CA;FL;NC;GA;TN;TX;VA;IL,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
6155,253,11502,5,5,2015,96.09,13928,0,NY,10,National,IL;NC;GA;AZ;MI;VA;FL;MA;PA,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0
6156,79,1665,4,3,6005,96.51,45543,0,CA,8,Regional,VA;MI;FL;PA;WA;MA;TX,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
6157,1959,14596,4,5,3822,97.4,72494,0,CA,6,Regional,TN;NC;OH;IL;AZ;FL;WA,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0
6158,819,3674,2,10,2292,91.35,30479,1,IL,4,Regional,AZ;NY;VA;PA;IL;TN,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
6159,1462,2924,4,6,1383,92.33,25534,0,TX,4,National,VA;TN;GA;CA;MA;NY;NC;WA;TX;AZ;FL;IL,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
6160,576,2120,3,7,7180,95.01,27790,1,FL,2,Regional,GA;VA;AZ;MI;TX;CA,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0
6161,154,437,3,11,290,96.08,19839,1,TX,9,National,NC;TN;AZ;TX;GA;MI;PA;MA;OH;WA;VA;NY,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0
6162,643,8812,5,9,2868,88.99,32314,0,NY,8,International,FL;MA;AZ;OH;NY;VA;TX;NC;GA;TN;IL;CA;PA;WA;MI,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0
6163,969,1938,2,4,310,96.64,18379,1,TX,2,National,WA;CA;NC;GA;OH;MI;PA;MA,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
6164,343,14616,3,9,1174,94.25,221615,0,CA,8,Local,CA;MI;NC,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
6165,1739,3478,5,6,2143,93.31,1213,0,TX,4,Local,VA;GA;FL,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0
6166,13,6371,3,5,206,97.81,12274,1,FL,1,National,MA;CA;FL;MI;NY;TX;WA;AZ;IL;TN;PA;OH,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
6167,399,798,3,5,2837,92.82,6533,1,TX,5,Regional,NC;TX;MA;NY,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
6168,289,838,1,4,342,81.73,113902,1,IL,6,Regional,NC;OH;AZ,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0
6169,1440,5951,4,7,9658,98.45,18662,1,CA,5,National,MI;WA;OH;CA;TX;GA;TN;FL;AZ;NY,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1
6170,484,1925,3,6,395,81.47,4819,0,IL,3,National,GA;IL;TX;CA;MI;FL;TN;VA;OH;AZ,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1
6171,94,1755,1,7,618,92.56,17010,1,NY,3,International,PA;CA;FL;TX;VA;WA;MA;TN;AZ;IL;MI;OH;NY;GA;NC,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0
6172,79,1039,5,14,885,92.48,65085,0,FL,5,National,NY;GA;MA;VA;CA;IL;WA;NC;MI,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
6173,397,1098,5,4,317,85.83,22823,0,FL,10,Regional,AZ;PA;TX;TN;GA,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
6174,14,6369,5,8,6657,97.06,6479,0,TX,9,Regional,FL;VA;AZ;PA;IL;NY;CA,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
6175,1843,4436,1,14,3340,93.48,40870,0,CA,4,Local,FL,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0
6176,295,4246,5,5,1811,95.12,8454,1,CA,1,National,TX;PA;NC;CA;MI;WA;TN;NY,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
6177,339,2682,5,10,724,90.17,22148,0,CA,8,National,IL;TX;AZ;NC;GA;WA;VA;PA;FL,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0
6178,251,2822,1,8,543,97.04,13829,1,NY,9,International,AZ;VA;CA;TN;IL;NY;GA;TX;WA;PA;NC;OH;FL;MA,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
6179,156,4944,4,7,504,88.37,28252,1,IL,4,National,WA;GA;TN;IL;PA;NC;AZ;MA;CA;MI;TX,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
6180,945,3916,1,9,976,97.72,30985,1,FL,10,National,IL;FL;NC;MA;AZ;MI;GA;WA,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
6181,233,1895,1,9,238,98.18,11309,0,NY,1,International,OH;TN;AZ;WA;PA;GA;MI;NC;IL;TX;NY;FL;MA,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0
6182,572,5990,3,7,1572,97.38,69825,1,IL,5,National,CA;VA;NC;AZ;NY;GA;IL,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
6183,73,395,5,8,378,86.8,11192,1,TX,5,National,CA;GA;TX;WA;OH;MA;NY,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
6184,1139,5831,2,5,5152,89.23,27567,0,FL,8,National,TN;OH;VA;CA;WA;NC;NY;MA;AZ,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0
6185,685,4798,3,9,200,78.8,38912,0,FL,7,Regional,AZ;PA;FL;TN;VA,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0
6186,265,4568,3,8,917,97.8,19282,1,CA,5,Local,IL;NY;AZ,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6187,886,6413,5,7,1107,97.7,9191,0,CA,4,National,CA;MA;TN;VA;FL;OH;TX;PA;IL,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1
6188,446,5228,3,8,954,96.97,10705,1,CA,7,International,GA;AZ;OH;TX;CA;IL;PA;NC;NY;MA;TN;MI,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
6189,239,943,4,6,1139,90.75,25190,1,NY,7,Regional,MA;NC;PA;GA;NY,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
6190,241,4737,5,8,1132,97.78,47348,1,CA,3,Regional,GA;PA;NY;MI;TN;TX;AZ,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0
6191,1089,2178,5,6,325,92.77,9062,1,TX,8,National,NC;CA;WA;NY;GA;PA;TX,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1
6192,1790,3580,1,6,322,98.46,17603,1,TX,10,National,TX;MA;VA;NY;TN;CA;OH;PA;MI,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0
6193,301,8112,4,5,1426,90.7,37847,1,IL,5,Local,GA;AZ,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
6194,2382,5321,5,8,5317,95.17,8532,0,IL,3,National,MA;OH;NY;FL;WA;PA;TX;VA,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
6195,1335,2670,4,4,3073,90.78,10395,0,CA,10,International,OH;GA;FL;NC;CA;AZ;TX;NY;MA;MI;WA;VA;TN,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1
6196,571,1142,5,6,315,94.35,20908,0,CA,1,National,OH;NY;AZ;CA;GA;NC;PA,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
6197,621,3527,1,5,2363,90.3,7910,0,IL,8,International,MA;WA;CA;FL;AZ;GA;NY;IL;NC;TX;VA;TN;PA,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0
6198,504,3875,2,4,2123,96.07,21923,0,CA,10,Local,MI;CA;GA,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
6199,100,766,1,7,7649,97.79,11430,1,NY,2,Regional,TN;NY;AZ;TX;WA;MI,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0
6200,618,2384,1,5,755,97.26,9763,0,CA,6,National,VA;TX;IL;MA;TN;WA;CA;NC;AZ;OH;FL,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
6201,144,684,4,5,687,95.95,31631,0,TX,3,National,TN;MI;TX;PA;FL;WA;GA;IL;AZ;NY;NC;MA,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
6202,1340,2680,1,5,522,97.84,24859,0,IL,8,Regional,PA;NC;VA;TN;IL;GA,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
6203,1231,2462,4,4,289,93.13,49595,0,FL,5,National,IL;WA;TN;MI;NC;VA;AZ,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0
6204,467,934,3,12,5144,97.0,1549,1,CA,9,National,MA;NY;FL;IL;TX;OH;CA;NC,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1
6205,72,2874,5,8,2334,95.07,36959,1,FL,5,Regional,FL;NY;OH;NC;MI,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0
6206,1424,3091,1,6,1236,91.74,30725,1,CA,10,International,AZ;TX;MA;WA;FL;PA;NY;NC;GA;CA;MI;OH;VA,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
6207,1043,2086,1,7,2088,93.45,19351,1,FL,6,Local,PA;VA;NC,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
6208,60,4920,4,7,2609,93.27,92831,0,FL,8,National,VA;NC;FL;TX;TN;AZ;IL;MI;MA;WA;CA,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0
6209,818,3084,2,6,3306,85.49,19955,0,NY,10,Regional,AZ;VA;FL;PA;WA;TN,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1
6210,7881,15762,1,6,1000,89.71,14421,0,FL,9,Regional,MA;AZ;WA;GA;PA;NC;TX,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1
6211,268,7251,2,6,3317,90.85,45814,0,IL,9,Regional,OH;FL;WA;PA,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
6212,118,5884,5,5,1657,95.16,12599,1,CA,4,Regional,VA;TX;WA;MA;PA;TN;FL,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0
6213,224,4342,3,5,488,97.75,3647,1,CA,4,National,WA;NY;IL;CA;VA;MI;PA;TX;FL;OH,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0
6214,12,5665,1,7,2295,89.07,37125,0,IL,6,Local,VA;TX;MA,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
6215,282,564,4,8,1872,88.08,153011,1,FL,4,Regional,FL;WA;GA;OH,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0
6216,551,23322,3,6,536,93.83,31598,0,IL,3,National,GA;AZ;TX;PA;NY;IL;MI;OH;NC;VA;MA,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
6217,412,3399,1,11,138,82.29,53492,1,IL,6,Regional,IL;FL;NY;VA,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1
6218,310,2170,4,6,238,89.39,6435,0,IL,2,Regional,NY;MA;GA;IL;NC;FL,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0
6219,73,1765,1,8,724,94.77,8249,1,NY,5,International,NY;TN;FL;GA;PA;AZ;OH;MI;TX;NC;VA;MA,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1
6220,297,14415,4,6,682,90.57,16575,1,NY,5,Local,AZ,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
6221,102,6222,1,13,1826,95.56,11827,0,FL,5,National,GA;IL;MI;TX;WA;FL;MA;CA;NC;PA;AZ,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0
6222,459,4359,4,8,1200,96.13,18169,1,TX,2,Regional,NY;OH;GA;WA;PA;MA,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
6223,75,9665,4,8,315,78.7,184330,0,IL,3,International,TN;AZ;NC;MA;WA;VA;TX;FL;NY;CA;PA;IL;OH;GA;MI,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0
6224,431,12934,5,6,1900,95.86,22667,1,TX,5,Regional,IL;VA;NC,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
6225,901,2953,5,9,1152,95.61,8741,1,CA,5,National,PA;CA;AZ;GA;OH;WA;MA;MI;TX,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
6226,344,4627,1,8,183,74.84,24271,1,CA,10,National,NC;FL;PA;CA;VA;TN;AZ;NY,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1
6227,458,4027,1,6,1245,94.87,6684,1,TX,6,National,OH;FL;NY;TN;NC;MA;PA;GA,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
6228,300,1972,2,5,6965,91.73,63543,1,CA,8,National,GA;MI;TX;IL;NY;MA;PA;WA;NC;VA;CA,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
6229,186,2941,4,5,867,97.17,8873,0,NY,9,Regional,WA;IL;TN,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
6230,873,35135,2,11,1753,98.82,25882,0,CA,9,International,CA;NC;IL;GA;TX;MA;PA;AZ;OH;WA;TN;VA;FL;NY;MI,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
6231,272,734,4,10,1769,95.17,3308,0,TX,1,National,AZ;CA;OH;TX;MI;WA;VA;MA;FL;TN;PA;GA,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1
6232,374,3406,2,9,496,95.16,8662,0,IL,10,National,AZ;FL;OH;MI;WA;GA;IL;NY,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
6233,174,2842,4,7,952,91.82,7922,0,CA,2,National,GA;CA;FL;IL;NY;WA;PA;MA;TN,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
6234,226,2092,2,17,2317,96.9,95541,0,NY,5,National,WA;VA;NC;CA;MI;AZ;GA,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1
6235,364,9177,1,9,141,92.88,19949,0,IL,7,Regional,NY;MA;FL,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0
6236,423,3451,2,6,3594,91.97,33407,0,IL,6,International,VA;IL;AZ;TN;GA;TX;WA;MI;OH;CA;FL;NC;MA;PA,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0
6237,308,5180,5,8,250,97.07,5341,1,IL,6,National,GA;CA;VA;MI;MA;IL;NY;TX;OH;FL,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0
6238,814,1628,5,10,436,96.28,6765,0,TX,2,Local,PA,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
6239,54,1329,1,10,575,96.63,7465,1,CA,10,National,CA;PA;MI;IL;OH;TN;VA,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
6240,304,3240,3,4,457,96.96,36129,0,TX,3,Regional,MA;PA;VA;WA,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0
6241,928,6340,4,5,328,98.03,10666,1,CA,9,National,OH;TN;TX;NY;MA;IL;AZ;FL;PA;VA,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
6242,965,3948,2,8,205,79.74,26440,1,FL,2,Regional,TX;NC;TN,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
6243,336,2288,1,10,751,87.69,89729,1,NY,6,National,MI;TN;TX;NC;GA;MA;AZ;IL;PA;CA;VA;FL,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
6244,298,9861,4,5,1029,95.19,5788,1,CA,1,International,OH;NY;WA;AZ;CA;PA;VA;MA;FL;MI;GA;TX;IL;TN,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
6245,2024,4048,4,10,965,96.0,13864,1,NY,2,International,IL;VA;GA;FL;PA;CA;NY;MA;TN;OH;AZ;NC;TX;WA,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
6246,487,974,5,6,695,90.75,24978,0,TX,10,National,FL;NC;MA;NY;VA;CA;GA,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
6247,347,2727,1,4,2285,97.23,19377,0,FL,1,Regional,CA;VA;MA,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
6248,865,8637,4,9,469,97.09,18134,0,IL,10,National,PA;FL;NC;AZ;TN;MI;IL;OH;GA;NY;CA;MA,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
6249,53,2947,3,7,602,95.34,116105,0,FL,6,National,TN;TX;PA;MI;AZ;IL;NY;GA;NC;WA,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0
6250,598,4379,5,9,1447,95.59,68592,0,IL,9,International,TN;AZ;GA;IL;TX;NY;CA;MA;FL;VA;NC;OH;MI,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
6251,337,3840,1,8,708,94.47,9969,1,TX,2,National,WA;TX;CA;AZ;NY;VA;OH;IL,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
6252,311,6458,5,6,765,91.23,48454,1,NY,1,National,FL;PA;GA;MA;NC;CA;VA;MI,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0
6253,247,1115,4,3,1890,86.49,14227,0,CA,4,International,PA;MI;TN;OH;VA;NY;AZ;NC;TX;CA;FL;GA;IL;MA;WA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
6254,503,1554,5,8,13831,93.41,6082,0,TX,6,National,NC;WA;TX;AZ;CA;MA;FL;OH;VA,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0
6255,342,9021,2,8,355,98.7,11413,1,TX,6,International,NY;GA;VA;IL;NC;TN;TX;MI;OH;CA;WA;PA;MA;FL;AZ,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
