business_id,sku_count,shipping_volume,order_speed_expectation,business_type,target_market,city,state,country,log_avg_order_value,daily_order_variance,return_rate_pct,avg_sku_turnover_days,top_shipping_regions,temperature_control_needed,avg_package_weight_kg,dimensional_weight_class,year_founded,business_age_yrs,growth_velocity_pct,industry_Fashion,industry_Electronics,industry_Health,industry_Beauty,industry_Home Goods,industry_Food & Beverage,industry_Consumer Packaged Goods,growth_Stable,growth_Growing,growth_Explosive,growth_Seasonal,tech_Shopify,tech_WooCommerce,tech_Amazon,tech_NetSuite,tech_Etsy,tech_Magento,service_Pick and Pack,service_Returns,service_Kitting,service_FBA Prep,service_Subscription Box Fulfillment,service_Same-Day Shipping,service_Custom Packaging,service_Freight Forwarding,service_Inventory Management,service_B2B Fulfillment,service_International Shipping,specialty_Fragile Items,specialty_Heavy Goods,specialty_High SKU Count,specialty_Perishables,specialty_Same Day Delivery
5466,775,43476,1,B2B,Local,East Misty,OH,USA,17.031161568822718,12.912701554184329,18.214638224563085,24.75156872324001,TX:0.74;PA:0.26,refrigerated,25.45161976430422,parcel,1996,29,18.174443028790947,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
5467,505,32300,6,B2C,International,New Williammouth,TN,USA,25.08537144454728,13.037973326329618,16.675568636784927,17.479391395592604,CA:0.24;NY:0.76,none,2.8512263222705507,parcel,2019,6,12.58596712605349,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
5468,838,5466,7,B2B,International,South Michael,IA,USA,25.7421889525391,18.552406015152425,34.4010600813796,30.044285957180644,CA:0.34;IL:0.48;NC:0.10;TX:0.08,none,5.2092795997538826,letter,2003,22,4.830874122040442,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5469,969,49754,7,B2B,International,New Chrishaven,AZ,USA,27.69133279412534,3.0820464153790543,7.982999652176831,32.082913556220596,NC:0.01;NY:0.17;IL:0.82,none,5.175767514340943,parcel,2021,4,8.50592915224694,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
5470,899,31790,5,Hybrid,Regional,Meaganton,NH,USA,53.6219590750412,5.121216308876669,40.246413667325875,20.70918939564422,IL:0.52;NC:0.48,none,0.1867567785314398,letter,2013,12,8.201121474103445,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5471,600,2390,2,B2C,Local,Dustinmouth,RI,USA,18.843384354345115,1.5412628366007772,37.76616079449588,20.003423180840358,OH:0.70;NY:0.30,none,12.689644014339224,parcel,2015,10,2.7041660019666125,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
5472,17,7388,2,Hybrid,Regional,Walkerville,LA,USA,64.01885348170748,7.1424393893373805,10.812406404216327,30.96618671701048,GA:0.27;NY:0.73,none,2.2355079140733216,parcel,2019,6,13.783670533252204,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
5473,65,726,6,B2C,Regional,Patelfurt,PA,USA,12.498863969686719,6.475508152812841,24.173780771749048,23.447149040702886,OH:0.75;FL:0.19;NC:0.06,none,0.2971666654576956,letter,2023,2,8.15219474459076,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0
5474,625,39968,5,Hybrid,Regional,Stanleyfurt,MT,USA,6.860795317609412,32.05907129589722,25.53266871196438,17.7127304690152,MI:0.09;TX:0.30;FL:0.55;PA:0.06,none,1.7205118320313189,parcel,1995,30,8.29694139756106,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5475,710,11779,4,B2C,Local,Lisatown,IA,USA,11.391202990046256,1.1854996830210558,4.513262139972226,17.387589473476336,FL:0.87;GA:0.05;NY:0.03;PA:0.06,refrigerated,1.5058136854569424,parcel,1996,29,6.722131257407673,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
5476,42,23668,4,Hybrid,National,Brandonland,MA,USA,14.93996219538286,2.6359118169241977,10.232999995650898,26.28094970216975,CA:0.81;TX:0.19,none,19.483528488148078,bulky,2016,9,2.389886914310728,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
5477,897,46041,5,Hybrid,Regional,Masonberg,AZ,USA,17.9007258620375,7.509735235019369,29.69103001314288,36.7656715037458,CA:0.22;NC:0.67;PA:0.02;OH:0.09,none,3.008913278846246,bulky,1999,26,8.322304744203326,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5478,552,48362,5,B2B,Regional,Port Garrett,AZ,USA,31.936720602355404,5.0481609154061715,7.879448087443828,17.49153753681265,IL:0.04;FL:0.96,none,5.960077681625662,bulky,2005,20,10.606326674750585,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
5479,896,24766,2,Hybrid,National,Katherineburgh,OR,USA,31.405055586512866,2.962830240552981,33.52515838220448,18.20215832697354,GA:0.12;PA:0.32;MI:0.35;TX:0.21,none,2.2903327404360576,letter,2008,17,20.414225147702147,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0
5480,286,9256,7,B2B,National,South Sharon,IA,USA,9.16705005737644,4.119367875198936,18.054563471310985,33.26090666724862,NY:0.46;OH:0.31;NC:0.23,refrigerated,1.9182779832099646,parcel,2005,20,20.160280820941164,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5481,791,28696,7,Hybrid,Regional,South Andre,MA,USA,10.94819509179552,2.5304173005251385,17.283217453111195,28.812828845602738,TX:0.61;NY:0.39,none,6.64056778325183,bulky,1996,29,12.340211310121981,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
5482,46,3383,1,B2C,National,Frankchester,MS,USA,31.038949242378575,4.528300786754347,1.4594771383445715,13.736502140894622,GA:0.30;IL:0.18;FL:0.34;NC:0.18,none,10.898796100721965,parcel,2003,22,10.98758371006713,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
5483,802,44807,1,B2B,National,Paulton,SD,USA,14.950310127100126,5.779646063132274,19.601344530531957,21.543144710269203,MI:0.80;PA:0.09;GA:0.11,refrigerated,3.7233142993428214,letter,2014,11,10.959942331218663,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
5484,491,20024,1,Hybrid,Regional,Amandabury,GA,USA,8.53549618782904,13.009589488968798,39.42806330247383,30.620970682944172,CA:0.02;GA:0.17;IL:0.18;NC:0.63,refrigerated,0.7410352483619193,parcel,2020,5,6.639147102872658,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
5485,25,5645,4,B2B,Regional,Benjaminfort,OH,USA,25.724239687760466,3.5975990489153045,33.17358720542641,22.637159228613342,CA:0.55;OH:0.45,none,0.9898824465158054,parcel,2001,24,5.828373732978488,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
5486,166,38162,7,Hybrid,International,Ortegaview,WY,USA,23.618160067992974,10.612538148846156,16.970343293410288,8.58837349670502,MI:0.53;NC:0.47,none,3.2229976722395692,parcel,2021,4,5.078810597753197,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5487,146,22646,3,B2B,Regional,South Stephanie,CT,USA,19.165401781705093,6.0601465232760665,36.42795208348106,25.49242795223953,NY:0.25;IL:0.36;OH:0.39,none,21.37850519522226,parcel,1997,28,8.552822324711807,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5488,933,30452,3,Hybrid,International,New Sarahmouth,ND,USA,19.69212745627031,2.1345599835212856,9.881941665277592,16.86048333968281,TX:0.62;CA:0.30;NC:0.08,none,2.9471781425549075,parcel,2000,25,6.163027113793888,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5489,782,20499,3,B2C,Local,West Sharonchester,VT,USA,8.826175609046235,2.1331907830363175,23.135682591387468,18.54624963391079,MI:0.33;CA:0.67,none,1.109921926519767,letter,2019,6,9.237795602402775,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,775,43759,5,B2C,International,Tarafort,AR,USA,11.369432960931707,4.142417471798389,35.17191916293591,15.339141527678532,MI:0.02;NC:0.12;NY:0.56;OH:0.31,none,1.0410970562517967,bulky,2010,15,11.821838900159372,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
5491,482,2098,1,B2C,Regional,Travisville,HI,USA,30.31448828089822,17.15170762666283,16.912191616852777,30.749941893842486,OH:0.39;GA:0.17;PA:0.34;NY:0.11,none,1.5996206927971606,letter,2007,18,3.2545330323673487,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
5492,214,30057,7,B2B,Regional,Johnstonland,WV,USA,22.731590605597088,4.402085303741294,31.196916935765906,11.648367701729413,NC:0.13;TX:0.87,refrigerated,2.0080529196503574,bulky,2006,19,5.916730748143638,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5493,777,49408,6,B2C,National,Carneybury,NE,USA,22.06798352611451,1.8599766162012659,2.118394846222113,18.386213246018908,MI:0.49;FL:0.12;CA:0.39,none,0.3899942407478582,bulky,2009,16,10.079570186870237,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
5494,146,17301,7,B2B,International,New Emma,NC,USA,22.681736397844872,3.0239196622302513,27.678917901382384,35.55977102950061,IL:0.04;OH:0.68;FL:0.28,none,0.36612232091194535,parcel,1999,26,15.997929298387373,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
5495,725,34624,4,B2B,Local,Stevensonfurt,WY,USA,24.786568333998158,1.017512534360273,17.51291950756127,14.963343030219228,FL:0.96;OH:0.04;NC:0.00,none,3.11993912010419,letter,2004,21,6.5738480903156615,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1
5496,566,42420,3,B2C,Local,South Robert,NC,USA,16.445682657691417,1.6192693894878927,10.139399377614982,14.637858601765101,CA:0.76;MI:0.24,none,5.637052488598758,parcel,2013,12,4.930190293146062,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5497,172,29406,5,Hybrid,International,Alexanderberg,RI,USA,32.390116224543064,32.46561662553238,8.388296281375943,20.81876132891281,CA:0.63;NY:0.37,none,5.200341093173944,parcel,2006,19,13.16007519003895,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5498,616,27344,4,B2B,National,Port Christopher,NM,USA,18.215143978240576,17.682555560231222,28.848371654042005,18.727512348024668,GA:0.25;IL:0.38;FL:0.17;PA:0.20,refrigerated,9.621197218282033,letter,2017,8,8.109375841408106,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5499,132,37792,2,B2B,Local,Lindsaybury,HI,USA,14.485042174817426,8.050412429546764,28.636449458073702,23.95439598193273,IL:0.18;OH:0.82,none,1.50788726887904,bulky,2009,16,6.371259579856219,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
5500,23,1967,7,B2C,Local,Lynchberg,MT,USA,26.412779543010974,14.11474090483491,20.514965290488348,13.549036516027257,NC:0.21;OH:0.12;TX:0.68,none,7.382028268116672,parcel,2015,10,17.86951420324045,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
5501,841,13634,6,B2B,Regional,West Amandamouth,OR,USA,26.708052904752297,8.372486311356345,26.22945643686134,25.46055118506779,NC:0.91;OH:0.00;TX:0.09,refrigerated,0.7633999982337133,parcel,2000,25,6.975441327685106,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5502,192,35803,5,B2B,National,West Travisbury,VT,USA,4.699738275483192,12.344441625594632,22.906432117677188,18.592255447372732,OH:0.43;TX:0.07;NY:0.43;GA:0.07,refrigerated,0.7829133296410462,bulky,2021,4,9.877217947322896,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5503,930,38738,3,B2B,Local,East Matthew,MA,USA,29.526676822617983,3.282781115510868,10.544906729962005,10.844536380886161,MI:0.28;NY:0.72;NC:0.01,refrigerated,2.6996542607306204,bulky,2001,24,7.130529568385841,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
5504,984,3513,4,B2C,National,New Jeffrey,OR,USA,42.556946512503906,3.24064902987302,27.55334830126562,29.688880507501185,FL:0.10;OH:0.27;NC:0.62,refrigerated,5.7789780256811945,parcel,2018,7,6.376157577616012,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
5505,481,24668,7,Hybrid,Local,Dustinfort,MO,USA,10.03635555781321,26.479636957808903,11.907234281592212,15.201802050358474,TX:0.09;CA:0.34;MI:0.21;IL:0.36,none,21.335478423972123,parcel,2019,6,7.576569610733532,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
5506,929,10361,4,B2C,International,Maryburgh,AR,USA,11.697480046778429,5.812456250320595,56.927333673547786,14.75329747302065,TX:0.55;NY:0.45,refrigerated,2.1106081303996094,letter,2008,17,2.634412364494179,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
5507,921,37728,3,Hybrid,National,South Rachelport,IN,USA,22.34510506909504,5.564101149868489,11.46118556186863,17.959933720967033,PA:0.28;NC:0.47;OH:0.25,none,10.522602863720401,parcel,1997,28,5.3899425620529,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5508,713,43262,1,B2C,National,South Brittanyland,OK,USA,25.885021240602057,0.4815537708022369,13.162392541286389,21.086578865581046,NC:0.50;CA:0.15;MI:0.11;OH:0.24,none,7.625314465626505,letter,2007,18,8.331681146381907,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
5509,716,6126,2,B2C,International,Whitefurt,NY,USA,13.811364593558444,7.680515075929747,6.939898797216147,11.648767163589119,CA:0.45;PA:0.55,none,0.5345789389053659,parcel,2008,17,5.0878897449916005,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5510,904,26647,3,B2C,International,Thompsonview,CT,USA,18.190446043704732,9.595167652385221,23.214590143305994,25.291685643246126,GA:0.43;NY:0.57,none,2.054436088622597,parcel,2020,5,8.486719527558147,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5511,683,2449,2,B2C,International,Nancyborough,MS,USA,32.06917462840117,4.426821606747472,17.219392554662093,60.997140100515544,MI:0.47;PA:0.19;FL:0.33,refrigerated,4.2437165576818305,parcel,2002,23,7.8883326082534175,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5512,66,11662,5,Hybrid,Regional,Hammondhaven,TN,USA,40.31528752928825,5.199665215166446,34.623222229102204,16.131967292650426,FL:0.41;TX:0.34;MI:0.25,frozen,1.6978512093139493,letter,1998,27,10.93621563951819,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5513,188,42804,4,Hybrid,National,Claytown,ME,USA,54.58957122784235,2.800013161230903,24.86644762436244,17.29834561930611,IL:0.03;OH:0.65;NY:0.32,refrigerated,0.29447337841634397,parcel,2023,2,6.7259720132224485,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5514,125,15334,6,B2B,Regional,New Alyssahaven,WA,USA,26.75302945508363,11.634976295764107,4.982319820129065,24.18009056181809,PA:0.08;NY:0.18;FL:0.73,none,2.120845721911875,parcel,2018,7,11.608432857593707,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
5515,870,20099,1,Hybrid,Local,Robinsonmouth,IL,USA,26.648782178164566,7.125680561651716,5.941899223555317,39.63395342735805,TX:0.93;IL:0.07,none,3.5812354976634393,bulky,2006,19,11.981164189407844,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
5516,314,31542,5,B2C,National,Lake Loribury,OR,USA,16.934463590549253,13.881269052652302,31.543393869222296,27.524356653006357,IL:0.27;PA:0.73,none,0.7919791845489846,parcel,2005,20,8.128475968743812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5517,965,34980,2,B2B,National,West Williamland,AL,USA,16.72297022630945,3.3315327372496943,3.389458689397424,17.682049479166494,OH:0.19;NY:0.81,none,2.0793108331146697,parcel,2007,18,7.49896887470277,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
5518,340,9583,5,B2B,National,South Joshuaville,ID,USA,12.40738054662876,1.5044595765418391,27.880343332964863,15.921485442925551,GA:0.05;CA:0.44;MI:0.51,none,12.028534875878202,bulky,2024,1,4.368238241751184,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1
5519,547,9559,4,B2B,International,New Christopher,MA,USA,16.788788466262783,0.5276043770177667,26.478107674024987,17.078057554385694,NY:0.11;IL:0.71;MI:0.19,refrigerated,31.34862796602254,parcel,2011,14,8.729738591293325,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
5520,591,34874,4,B2B,Local,Sotoburgh,NE,USA,15.169667909398198,4.880218822392097,9.760663820631303,44.41548014470388,IL:0.96;CA:0.03;PA:0.00,none,1.272628156973736,parcel,2022,3,5.9358232239535225,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
5521,510,6497,5,Hybrid,Local,North Thomasport,NH,USA,17.591823214351678,3.1500817152937457,11.820633217813155,23.0118111773228,GA:0.10;NC:0.88;OH:0.02,none,2.7925616577818073,bulky,2018,7,3.7828206169746768,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
5522,398,48379,6,Hybrid,International,Phillipsland,MD,USA,10.62112368953998,31.775581528067423,4.936231446452815,32.24026314977858,PA:0.12;GA:0.05;CA:0.74;OH:0.10,none,4.860835015902716,parcel,2024,1,12.560456833612802,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
5523,664,18552,2,B2C,Regional,North Johnmouth,MT,USA,26.055212043822696,8.027839504303406,13.650959078670443,38.9826296557385,TX:0.39;OH:0.34;MI:0.27,refrigerated,14.100620200953353,bulky,1999,26,2.83604781576027,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
5524,631,30087,6,B2B,Local,Wardhaven,CO,USA,39.46024776356328,2.592423045033126,2.4946523269594123,10.056981654245346,CA:0.90;PA:0.10,none,1.798613087845059,parcel,2000,25,3.7000766096466053,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
5525,217,16385,1,B2B,International,Kingchester,WA,USA,25.433784116866214,4.720485429027049,19.119715189913602,30.343321373187443,NC:0.49;CA:0.13;OH:0.37,none,1.4290422106803367,parcel,1995,30,4.686066170553854,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
5526,806,7666,2,B2C,National,West Katie,OK,USA,35.38186297139938,4.977505187030961,19.792946149138153,16.321900415025446,CA:0.04;FL:0.09;IL:0.36;TX:0.52,none,0.5782658234417992,letter,2008,17,6.102774420927426,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
5527,83,26601,5,B2B,Regional,Kyletown,ID,USA,25.482059903783735,2.99818815737101,6.544528994084628,34.54907131935129,NC:0.47;NY:0.53,none,0.957440422549603,letter,2022,3,5.126013885601493,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
5528,460,11907,2,Hybrid,National,Robertburgh,DE,USA,40.36466913358842,8.515839154490205,7.488532612002173,18.435763702756766,CA:0.08;IL:0.66;OH:0.03;TX:0.23,refrigerated,2.2868512804018977,bulky,2010,15,1.8953892327061743,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5529,39,3591,6,Hybrid,Regional,Larsenshire,NY,USA,9.910049732599015,3.628828752907941,28.44870120051211,22.985673881907868,MI:0.53;NC:0.12;FL:0.20;NY:0.15,frozen,0.5549003955546756,parcel,2018,7,9.882030361537462,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5530,46,36886,7,B2B,National,North Anitabury,NE,USA,26.62799284875676,5.976150071812031,14.555528048167682,19.041338522531763,GA:0.65;OH:0.35,none,2.5806133596741816,bulky,2005,20,5.477664210628797,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
5531,383,16446,2,B2B,Regional,New Sean,ND,USA,22.333978853162648,3.2498738629709916,32.05641290387122,12.099652110020584,NC:0.25;NY:0.60;CA:0.04;TX:0.10,none,1.6946636920814067,parcel,2017,8,6.213858199874464,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5532,484,11479,3,B2C,Local,New Denise,CO,USA,16.173617856262293,2.4607731880352235,8.240789972889276,16.703889933420328,OH:0.47;FL:0.53,none,2.610938175058101,parcel,1997,28,24.52338469756974,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
5533,888,19719,7,B2B,International,New Lisa,WA,USA,52.50246656668414,36.579140980843796,3.920980269381254,23.937797474646967,FL:0.79;PA:0.01;CA:0.20,none,0.7752088244476238,parcel,2000,25,12.788557966402882,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0
5534,785,42516,1,B2B,Local,New Karen,OH,USA,16.48528850546627,5.411458074079891,25.940142173332802,15.826700422165523,CA:0.30;MI:0.70,none,1.270051522221169,letter,2014,11,4.875528828690897,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
5535,881,38545,3,B2B,Regional,Christytown,WA,USA,8.704151121869593,13.566152008675125,38.84546967444537,15.391481600157562,PA:0.01;MI:0.99,none,5.040247887449727,parcel,1996,29,4.673680683300123,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0
5536,738,33463,1,Hybrid,International,Lake Mark,VT,USA,19.235081658376792,3.377166328681557,17.01062567943474,14.14616020657349,IL:0.09;FL:0.50;NC:0.26;CA:0.15,refrigerated,1.5993535629673166,bulky,2009,16,3.984327049602383,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
5537,48,8853,2,Hybrid,National,Jonathonland,MT,USA,11.53824346541149,3.9582906349753233,21.271844928233534,16.165787038059495,NC:0.13;IL:0.46;MI:0.21;OH:0.19,none,2.0787869126235545,bulky,2023,2,9.473740176747784,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5538,517,46753,2,Hybrid,International,Lake Michael,CA,USA,44.292896846651864,0.549109383164818,31.814239764379675,15.427915673808748,MI:0.18;IL:0.06;GA:0.52;NY:0.25,none,3.1276841919736325,bulky,2005,20,10.384372216097972,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
5539,79,11016,6,B2B,International,West Jessemouth,MT,USA,14.714741253596145,16.341558811650152,42.85904239296076,22.19815291541586,OH:0.40;TX:0.06;NY:0.10;IL:0.45,none,2.195023246706687,bulky,2021,4,12.80584589528642,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
5540,812,21702,4,Hybrid,National,New Danielborough,IA,USA,21.434073866436258,11.09323354155799,5.966842811666876,22.787494670644993,GA:0.23;MI:0.35;CA:0.42,none,3.354898722847791,bulky,2003,22,5.8903824773692595,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5541,814,13157,5,Hybrid,Local,Lake Lisaview,HI,USA,24.03686135954509,0.9888792856972813,9.38680611386858,15.401628589190421,TX:0.40;CA:0.60,none,4.386488362415889,parcel,2011,14,8.4066192257166,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
